artist,country,lineage
The Generous,Japanese,Asian
Aya Hirano,Japanese,Asian
Keiko Terada,Japanese,Asian
The Star Club,Japanese,Asian
The Brilliant Green,Japanese,Asian
Psychic Lover,Japanese,Asian
Akiko Yano,Japanese,Asian
Toshiyuki Toyonaga,Japanese,Asian
Kenji Nojima,Japanese,Asian
Da Pump,Japanese,Asian
Shō Kiryūin,Japanese,Asian
Vamps,Japanese,Asian
Kan Ishii,Japanese,Asian
Akari Takeuchi,Japanese,Asian
Sakura Tange,Japanese,Asian
Sayuri Kokushō,Japanese,Asian
Ace of Spades,Japanese,Asian
Shun Horie,Japanese,Asian
Kiyohiko Ozaki,Japanese,Asian
Schwarz Stein,Japanese,Asian
Fayray,Japanese,Asian
Alisa Ueno,Japanese,Asian
Akiko Shikata,Japanese,Asian
See-Saw,Japanese,Asian
Roman,Japanese,Asian
Her0ism,Japanese,Asian
Sway,Japanese,Asian
Nanase Nishino,Japanese,Asian
Ayaka Nishiwaki,Japanese,Asian
Teiji Ito,Japanese,Asian
Jizue,Japanese,Asian
Hanatarash,Japanese,Asian
Mini-Hams no Kekkon Song,Japanese,Asian
Doji Morita,Japanese,Asian
Yayoi Watanabe,Japanese,Asian
Yukito Ara,Japanese,Asian
Yoshimotozaka46,Japanese,Asian
Rei Sakuma,Japanese,Asian
The Black Mages,Japanese,Asian
Chiaki Takahashi,Japanese,Asian
Anza,Japanese,Asian
Akina Nakamori,Japanese,Asian
Time,Japanese,Asian
Maria Kawamura,Japanese,Asian
Teriyaki Boyz,Japanese,Asian
Yasuhiro Yoshigaki,Japanese,Asian
Asaka ,Japanese,Asian
Mari Hamada,Japanese,Asian
Tricot,Japanese,Asian
Lead Upturn 2018: Milestone,Japanese,Asian
Hayato Matsuo,Japanese,Asian
Rami ,Japanese,Asian
Hikaru Yaotome,Japanese,Asian
Ryoha Kitagawa,Japanese,Asian
Whiteberry,Japanese,Asian
Salon Music,Japanese,Asian
Gesu no Kiwami Otome,Japanese,Asian
Arashi Reborn Vol.1,Japanese,Asian
Shouta Aoi,Japanese,Asian
Kaori Ishihara,Japanese,Asian
Yūko Mizutani,Japanese,Asian
Nocturnal Bloodlust,Japanese,Asian
Saeko Chiba,Japanese,Asian
Melocure,Japanese,Asian
Yasuhiro Kobayashi,Japanese,Asian
Chihei Hatakeyama,Japanese,Asian
Yuri Nakamura,Japanese,Asian
Shinji Kanki,Japanese,Asian
Kei Yasuda,Japanese,Asian
Geinoh Yamashirogumi,Japanese,Asian
Fumiya Sashida,Japanese,Asian
Keyakizaka46,Japanese,Asian
UltraCats,Japanese,Asian
Country Girls,Japanese,Asian
Tokiko Kato,Japanese,Asian
Youki Kudoh,Japanese,Asian
Kaho Shimada,Japanese,Asian
Dialogue,Japanese,Asian
Kaela Kimura,Japanese,Asian
Yuki,Japanese,Asian
Ballistik Boyz from Exile Tribe,Japanese,Asian
Manish,Japanese,Asian
Ai ,Japanese,Asian
Kagerou,Japanese,Asian
Cell,Japanese,Asian
Mai Oshima,Japanese,Asian
Rena Matsui,Japanese,Asian
Fujiwara Opera,Japanese,Asian
Bump.y,Japanese,Asian
Satomi Kōrogi,Japanese,Asian
Kiyo Sen,Japanese,Asian
Misato Watanabe,Japanese,Asian
Bathtub Shitter,Japanese,Asian
Mono,Japanese,Asian
Nogizaka46,Japanese,Asian
Tokyo Symphony Orchestra,Japanese,Asian
Avenir: Mirai,Japanese,Asian
Yumiko Hosono,Japanese,Asian
Dt.,Japanese,Asian
Kishida Kyoudan & The Akeboshi Rockets,Japanese,Asian
Shoko Sawada,Japanese,Asian
Tadao Takashima,Japanese,Asian
Tokyo Yankees,Japanese,Asian
9nine,Japanese,Asian
Mai Matsumuro,Japanese,Asian
Sapporo Symphony Orchestra,Japanese,Asian
Folks ,Japanese,Asian
Mana Nishiura,Japanese,Asian
Keiko ,Japanese,Asian
Predia,Japanese,Asian
Gito Gito Hustler,Japanese,Asian
Freenote,Japanese,Asian
A.B.C-Z,Japanese,Asian
Tomotaka Imamichi,Japanese,Asian
Gospellers,Japanese,Asian
Natsuko Aso,Japanese,Asian
Kaz,Japanese,Asian
Chage and Aska,Japanese,Asian
Rootless,Japanese,Asian
Kamijo,Japanese,Asian
Ryosuke Hashimoto,Japanese,Asian
Jacks ,Japanese,Asian
Mummy the Peepshow,Japanese,Asian
La PomPon,Japanese,Asian
Ayase,Japanese,Asian
Spangle call Lilli line,Japanese,Asian
Haco,Japanese,Asian
Love Psychedelico,Japanese,Asian
Picasso,Japanese,Asian
Mini-Moni Hinamatsuri! / Mini Strawberry Pie,Japanese,Asian
I Don't Like Mondays.,Japanese,Asian
Damo Suzuki,Japanese,Asian
Akihiro Miwa,Japanese,Asian
Komusō,Japanese,Asian
Ajico,Japanese,Asian
Busaiku,Japanese,Asian
Alma Kaminiito,Japanese,Asian
PureBoys,Japanese,Asian
Akira Yamaoka,Japanese,Asian
Shinichiro Yokota,Japanese,Asian
Frank Chickens,Japanese,Asian
The Drifters ,Japanese,Asian
Karen Iwata,Japanese,Asian
Ayaka Sasaki,Japanese,Asian
The World Standard,Japanese,Asian
Squid Sisters,Japanese,Asian
Junnosuke Kawaguchi,Japanese,Asian
Nobuyoshi Sano,Japanese,Asian
Boogie Train '03,Japanese,Asian
"Mix Speaker's,Inc.",Japanese,Asian
Jacks,Japanese,Asian
Yuka Ōtsubo,Japanese,Asian
NiziU,Japanese,Asian
Hidenori Shoji,Japanese,Asian
Mariko Takamura,Japanese,Asian
New Japan Philharmonic,Japanese,Asian
Monkey Majik,Japanese,Asian
Sakurazaka46,Japanese,Asian
StylipS,Japanese,Asian
Keiko Fuji,Japanese,Asian
Munasawagi Scarlet,Japanese,Asian
Hidehiko Matsumoto,Japanese,Asian
Saori Atsumi,Japanese,Asian
Tetuzi Akiyama,Japanese,Asian
The Stars ,Japanese,Asian
Yukio Hashi,Japanese,Asian
Sid ,Japanese,Asian
Exile ,Japanese,Asian
Pittari Shitai X'mas!,Japanese,Asian
Leetspeak Monsters,Japanese,Asian
Tsuki Amano,Japanese,Asian
Orange Pekoe,Japanese,Asian
First Kiss,Japanese,Asian
Sakura Oda,Japanese,Asian
Kazuya Kamenashi,Japanese,Asian
Mari Amachi,Japanese,Asian
Flower Flower,Japanese,Asian
Akeo Watanabe,Japanese,Asian
Tomoya Kanki,Japanese,Asian
Toshi ,Japanese,Asian
Asaka,Japanese,Asian
Yuri Nakamura ,Japanese,Asian
Tsuyoshi Domoto,Japanese,Asian
Masahiro Nakai,Japanese,Asian
Chiai Fujikawa,Japanese,Asian
Yasuko Onuki,Japanese,Asian
Hiroshi Oguchi,Japanese,Asian
Fushitsusha,Japanese,Asian
B.B.Queens,Japanese,Asian
Klaha,Japanese,Asian
Cecil ,Japanese,Asian
Uijin,Japanese,Asian
Gacharic Spin,Japanese,Asian
Bravo Bravo,Japanese,Asian
Yanokami,Japanese,Asian
Akemi Okamura,Japanese,Asian
Silent Poets,Japanese,Asian
Yuzo Toyama,Japanese,Asian
Tatsuya Kato,Japanese,Asian
Akiko Futaba,Japanese,Asian
Silent Siren,Japanese,Asian
3rd Station,Japanese,Asian
Heavenstamp,Japanese,Asian
Diva ,Japanese,Asian
Bleach,Japanese,Asian
Sunny Day Service,Japanese,Asian
Pierrot,Japanese,Asian
Day After Tomorrow,Japanese,Asian
Masaki Sumitani,Japanese,Asian
Lil'B ,Japanese,Asian
Mandrake,Japanese,Asian
Yusuke Chiba,Japanese,Asian
Hanayo,Japanese,Asian
Veltpunch,Japanese,Asian
Buzy ,Japanese,Asian
Tetsuya Kajiwara,Japanese,Asian
Metronome ,Japanese,Asian
Ado ,Japanese,Asian
Teiichi Okano,Japanese,Asian
Phew ,Japanese,Asian
Houko Kuwashima,Japanese,Asian
Abigail,Japanese,Asian
Ayumi Ishida ,Japanese,Asian
Teruo Nakamura ,Japanese,Asian
Kirinji ,Japanese,Asian
You,Japanese,Asian
Friction ,Japanese,Asian
Momo Asakura,Japanese,Asian
Earphones ,Japanese,Asian
Ko Matsushita,Japanese,Asian
Takashi Sorimachi,Japanese,Asian
The Scanty,Japanese,Asian
List of Japanese rock music groups,Japanese,Asian
Double,Japanese,Asian
Misuzu Togashi,Japanese,Asian
Diamond Head,Japanese,Asian
NHK Symphony Orchestra,Japanese,Asian
The Tigers ,Japanese,Asian
Deadman ,Japanese,Asian
RSP ,Japanese,Asian
Tofubeats,Japanese,Asian
Ling tosite Sigure,Japanese,Asian
Boøwy,Japanese,Asian
Naohito Fujiki,Japanese,Asian
Fantastic Plastic Machine ,Japanese,Asian
Kenji Ohtsuki,Japanese,Asian
Bullet Train,Japanese,Asian
Masaki Aiba,Japanese,Asian
Mie ,Japanese,Asian
Tomomi Itano,Japanese,Asian
Shigeru Joshima,Japanese,Asian
Chiemi Eri,Japanese,Asian
Hisato Ohzawa,Japanese,Asian
Katsuhiko Nakagawa,Japanese,Asian
Kazu Makino,Japanese,Asian
Minako Kotobuki,Japanese,Asian
Yuya Uchida,Japanese,Asian
Hiroko Sasaki,Japanese,Asian
Trefle,Japanese,Asian
Genji Kuniyoshi,Japanese,Asian
Hanako Oku,Japanese,Asian
Sōda! We're Alive,Japanese,Asian
Outer Limits,Japanese,Asian
Kanako Miyamoto,Japanese,Asian
Takahiro Yamada ,Japanese,Asian
Ichiko ,Japanese,Asian
Megumi Odaka,Japanese,Asian
Memory Seishun no Hikari,Japanese,Asian
Masato Nakamura,Japanese,Asian
Satoko Akiyama,Japanese,Asian
Seiji Yokoyama,Japanese,Asian
Kanon,Japanese,Asian
9Goats Black Out,Japanese,Asian
Globe ,Japanese,Asian
Maki Nomiya,Japanese,Asian
Rika Ishikawa,Japanese,Asian
Bird ,Japanese,Asian
Sansuke Yamada,Japanese,Asian
The Bad Spellers,Japanese,Asian
Ayaka Kitazawa,Japanese,Asian
T-Bolan,Japanese,Asian
Inori Minase,Japanese,Asian
Atsuko Seta,Japanese,Asian
Shinji Harada,Japanese,Asian
Masayoshi Iimori,Japanese,Asian
I Wish ,Japanese,Asian
B'z,Japanese,Asian
Kyo,Japanese,Asian
XL ,Japanese,Asian
Kazuha Oda,Japanese,Asian
Peril ,Japanese,Asian
Polkadot Stingray,Japanese,Asian
Puffy AmiYumi,Japanese,Asian
Hangry & Angry,Japanese,Asian
Katteni-Shiyagare,Japanese,Asian
Aika ,Japanese,Asian
Dynamite Tommy,Japanese,Asian
Inoran,Japanese,Asian
Zazen Boys,Japanese,Asian
The Chewinggum Weekend,Japanese,Asian
My Little Lover,Japanese,Asian
D,Japanese,Asian
Unholy Grave,Japanese,Asian
Def Tech,Japanese,Asian
Mikio Endō,Japanese,Asian
Fullkawa Honpo,Japanese,Asian
Mahoto Watanabe,Japanese,Asian
Luna Sea,Japanese,Asian
Hiroshi Uchiyamada and Cool Five,Japanese,Asian
Masato Hatanaka,Japanese,Asian
Fade ,Japanese,Asian
Ayumi Ishida,Japanese,Asian
Sachiko Furuhata-Kersting,Japanese,Asian
Shūji to Akira,Japanese,Asian
No3b,Japanese,Asian
Metalchicks,Japanese,Asian
Yasushi Akutagawa,Japanese,Asian
Metal Yoshida,Japanese,Asian
Official Hige Dandism,Japanese,Asian
Idol Renaissance,Japanese,Asian
Pierre Taki,Japanese,Asian
Nico Touches the Walls,Japanese,Asian
The Teenage Kissers,Japanese,Asian
Terra Rosa ,Japanese,Asian
Lost Eden ,Japanese,Asian
Hiromi Haneda,Japanese,Asian
Wino ,Japanese,Asian
Hungry Days,Japanese,Asian
Hideki Naganuma,Japanese,Asian
Mariko Kouda,Japanese,Asian
Yui Aragaki,Japanese,Asian
Maschera ,Japanese,Asian
Isao Sasaki,Japanese,Asian
Sayuri Matsumura,Japanese,Asian
Tomboy ,Japanese,Asian
Kaoru Sugita,Japanese,Asian
Hachiro Kasuga,Japanese,Asian
Hitomi Nabatame,Japanese,Asian
Androp,Japanese,Asian
Tinc,Japanese,Asian
Junko Sakurada,Japanese,Asian
Zone ,Japanese,Asian
Aki Deguchi,Japanese,Asian
Kazuyoshi Saito,Japanese,Asian
Afrirampo,Japanese,Asian
Real,Japanese,Asian
Eri Murakawa,Japanese,Asian
Yuusuke ,Japanese,Asian
Miyuki Imori,Japanese,Asian
Ayana,Japanese,Asian
Creation,Japanese,Asian
Galileo Galilei ,Japanese,Asian
Kenji Kawai,Japanese,Asian
Yoshimi and Yuka,Japanese,Asian
Himuro Yoshiteru,Japanese,Asian
Tebasaki Sensation,Japanese,Asian
Hiroshi Miyazaki,Japanese,Asian
Yoshihiro Usami,Japanese,Asian
Color,Japanese,Asian
Nogod,Japanese,Asian
Anna Hashimoto,Japanese,Asian
Sphere ,Japanese,Asian
Amazarashi,Japanese,Asian
Mao Fujita,Japanese,Asian
Chiyoko Shimakura,Japanese,Asian
Kami ,Japanese,Asian
Hiro Fujikake,Japanese,Asian
Akino,Japanese,Asian
Good Morning America ,Japanese,Asian
Rake,Japanese,Asian
Akeboshi,Japanese,Asian
Hotch Potchi,Japanese,Asian
Gang Parade,Japanese,Asian
Wands ,Japanese,Asian
Anju Inami,Japanese,Asian
Yukihiro ,Japanese,Asian
Raphael ,Japanese,Asian
Nana Mizuki,Japanese,Asian
Kangnam ,Japanese,Asian
Ippo Yamada,Japanese,Asian
Michiro Endo,Japanese,Asian
Maiko Iuchi,Japanese,Asian
Flame ,Japanese,Asian
Akira Ifukube,Japanese,Asian
Mono ,Japanese,Asian
Sonoko Kawai,Japanese,Asian
Tatsuya Takahashi,Japanese,Asian
Babamania,Japanese,Asian
Nirgilis,Japanese,Asian
Ongaku Gatas,Japanese,Asian
Screen Mode,Japanese,Asian
Ya-kyim,Japanese,Asian
Yoko Shimomura,Japanese,Asian
Charcoal Filter,Japanese,Asian
Ritsuko Matsuda,Japanese,Asian
Strawberry Song Orchestra,Japanese,Asian
Maki Ishii,Japanese,Asian
Risa Honda,Japanese,Asian
Acidman,Japanese,Asian
Anti Feminism,Japanese,Asian
Raise A Suilen,Japanese,Asian
Mass Alert,Japanese,Asian
Urashimasakatasen,Japanese,Asian
Long Shot Party,Japanese,Asian
Orchestra Ensemble Kanazawa,Japanese,Asian
Jealkb,Japanese,Asian
Lead Upturn 2020 Online Live: Trick or Lead with Movies 5,Japanese,Asian
Tunnels,Japanese,Asian
Juju ,Japanese,Asian
Merzbow,Japanese,Asian
Joji,Japanese,Asian
Yuto Miyazawa,Japanese,Asian
Atsuko Maeda,Japanese,Asian
Katsuyuki Mori,Japanese,Asian
Chiho Ishida,Japanese,Asian
Towa Tei,Japanese,Asian
Mariko Shiga,Japanese,Asian
Mary's Blood,Japanese,Asian
Takako Matsu,Japanese,Asian
Akari Hayami,Japanese,Asian
Kemuri,Japanese,Asian
Ulfuls,Japanese,Asian
Sarbjit Singh Chadha,Japanese,Asian
Hyo-sei,Japanese,Asian
The Roosters,Japanese,Asian
Anzen Chitai,Japanese,Asian
Matt Heafy,Japanese,Asian
Missa Johnouchi,Japanese,Asian
Kaori Utatsuki,Japanese,Asian
Mitsuo Iwata,Japanese,Asian
Hirakawachi Itchōme,Japanese,Asian
Iroppoi Jirettai,Japanese,Asian
Satoko Yamano,Japanese,Asian
Cute,Japanese,Asian
Yoko Misumi,Japanese,Asian
Syzygys,Japanese,Asian
Zeebra,Japanese,Asian
Kana-Boon,Japanese,Asian
After the Rain,Japanese,Asian
Keiji Inai,Japanese,Asian
Tomoyo Harada,Japanese,Asian
Yoshimi Tendo,Japanese,Asian
Kunio Naitō,Japanese,Asian
P-Model,Japanese,Asian
The Surf Coasters,Japanese,Asian
Ikko,Japanese,Asian
Taro Hakase,Japanese,Asian
Maki Asakawa,Japanese,Asian
Marika Itō,Japanese,Asian
Bis,Japanese,Asian
Zwei,Japanese,Asian
Ami Onuki,Japanese,Asian
Osuwa Daiko,Japanese,Asian
Ryosuke Nagaoka,Japanese,Asian
Tōsha Roei,Japanese,Asian
Youmou & Ohana,Japanese,Asian
Mako Miyata,Japanese,Asian
Aya Nakano,Japanese,Asian
Mami Sasazaki,Japanese,Asian
Vodka Collins,Japanese,Asian
Ayano Ahane,Japanese,Asian
Kishidan,Japanese,Asian
China Sadao,Japanese,Asian
Ryo Ishibashi,Japanese,Asian
Ua,Japanese,Asian
Sae Murase,Japanese,Asian
Asuka Fukuda,Japanese,Asian
Yuka Ozaki,Japanese,Asian
D&D,Japanese,Asian
Kome Kome Club,Japanese,Asian
Romantic Ukare Mode,Japanese,Asian
Gille,Japanese,Asian
Zoo ,Japanese,Asian
Hoshimachi Suisei,Japanese,Asian
Toshiko Ezaki,Japanese,Asian
Spira Spica,Japanese,Asian
Charlie Kosei,Japanese,Asian
Miki Matsubara,Japanese,Asian
Michihiro Kuroda,Japanese,Asian
Bonnie Pink,Japanese,Asian
Toe,Japanese,Asian
DJ Sashimi,Japanese,Asian
UchuSentai:Noiz,Japanese,Asian
Aming,Japanese,Asian
Elements Garden,Japanese,Asian
Chiyako Sato,Japanese,Asian
Ryudo Uzaki,Japanese,Asian
Envy ,Japanese,Asian
Kosuke Saito,Japanese,Asian
Jungle Smile,Japanese,Asian
Marhy,Japanese,Asian
Masami Shiratama,Japanese,Asian
Bow Wow,Japanese,Asian
Yuria,Japanese,Asian
Atsuko Inaba,Japanese,Asian
Kaba-chan,Japanese,Asian
Special Others,Japanese,Asian
Granrodeo,Japanese,Asian
Somei Satoh,Japanese,Asian
Otome Shinto,Japanese,Asian
Frederic,Japanese,Asian
Tortoise Matsumoto,Japanese,Asian
Yellow Machinegun,Japanese,Asian
Koichi Fujita,Japanese,Asian
Kensho Ono,Japanese,Asian
Beni ,Japanese,Asian
Koichi Sugiyama,Japanese,Asian
Flying Rhythms,Japanese,Asian
Eiko Ishibashi,Japanese,Asian
Takuro,Japanese,Asian
Ayako Fuji,Japanese,Asian
The Rodeo Carburettor,Japanese,Asian
Bivattchee,Japanese,Asian
Immi,Japanese,Asian
Maru Sankaku Shikaku,Japanese,Asian
Mizuki Fukumura,Japanese,Asian
Sōichirō Hoshi,Japanese,Asian
King Giddra,Japanese,Asian
Yoshino Aoki,Japanese,Asian
Sigh ,Japanese,Asian
Good Bye Natsuo,Japanese,Asian
Haruko Sagara,Japanese,Asian
Rats & Star,Japanese,Asian
Mai Nakahara,Japanese,Asian
Hello Sleepwalkers,Japanese,Asian
Concerto Moon,Japanese,Asian
Ships,Japanese,Asian
Bo Ningen,Japanese,Asian
Yūka Nanri,Japanese,Asian
Aurora Gonin Musume,Japanese,Asian
CoCo,Japanese,Asian
"Run Girls, Run!",Japanese,Asian
Strawberry Prince,Japanese,Asian
Tatsuya Uemura,Japanese,Asian
Sexy Zone,Japanese,Asian
Amii Ozaki,Japanese,Asian
Mana,Japanese,Asian
Hijokaidan,Japanese,Asian
Sandii & the Sunsetz,Japanese,Asian
Mitsuhiro Yoshimura,Japanese,Asian
Adrena Adrena,Japanese,Asian
Konami Kukeiha Club,Japanese,Asian
Masami Mitsuoka,Japanese,Asian
Makoto,Japanese,Asian
Miku Itō,Japanese,Asian
Miyu Takeuchi,Japanese,Asian
Yui,Japanese,Asian
Ippu-Do,Japanese,Asian
Tetsuya ,Japanese,Asian
Category:Puripuri Pink members,Japanese,Asian
Matsuko Mawatari,Japanese,Asian
Kana Tachibana,Japanese,Asian
Inushiki,Japanese,Asian
Perfume ,Japanese,Asian
Rion Azuma,Japanese,Asian
Takahiro Izutani,Japanese,Asian
Dué le Quartz,Japanese,Asian
Utada Hikaru,Japanese,Asian
Earth,Japanese,Asian
Hisashi ,Japanese,Asian
Yuki Kohara,Japanese,Asian
Folder 5,Japanese,Asian
Melody ,Japanese,Asian
Tak Matsumoto,Japanese,Asian
Mie,Japanese,Asian
Category:News  members,Japanese,Asian
Keiichi Oku,Japanese,Asian
SMAP,Japanese,Asian
Makoto ,Japanese,Asian
KAT-TUN,Japanese,Asian
Keiichiro Koyama,Japanese,Asian
Emi Maria,Japanese,Asian
Mihiro,Japanese,Asian
Ningen Isu,Japanese,Asian
Sachiko Suzuki,Japanese,Asian
Ayumikurikamaki,Japanese,Asian
Masato Hayakawa,Japanese,Asian
World Order ,Japanese,Asian
Guernica,Japanese,Asian
Syzygys ,Japanese,Asian
Splash,Japanese,Asian
Kumiko Ōba,Japanese,Asian
Hidari,Japanese,Asian
Love Live! Sunshine!!,Japanese,Asian
Bis Kaidan,Japanese,Asian
Glacier ,Japanese,Asian
Yunchi,Japanese,Asian
Cymbals,Japanese,Asian
Megumi Asaoka,Japanese,Asian
Koki Tanaka,Japanese,Asian
Meiko Kaji,Japanese,Asian
Gyze,Japanese,Asian
Sumire Yoshida,Japanese,Asian
Izumi Kimura,Japanese,Asian
Kyosuke Himuro,Japanese,Asian
Yumi Hara,Japanese,Asian
Shabondama,Japanese,Asian
Masahiko Kondō,Japanese,Asian
Ushiroyubi Sasaregumi,Japanese,Asian
Ren'ai Rider,Japanese,Asian
Ushirogami Hikaretai,Japanese,Asian
Nēnēs,Japanese,Asian
Nightmare ,Japanese,Asian
Sonoko Inoue,Japanese,Asian
Ryōichi Hattori,Japanese,Asian
Megumi Satsu,Japanese,Asian
June ,Japanese,Asian
Yasushi Ozawa,Japanese,Asian
Shizuka Kudo,Japanese,Asian
Koide Ichijūrō,Japanese,Asian
Zabadak,Japanese,Asian
Angela,Japanese,Asian
V6 ,Japanese,Asian
Dezert,Japanese,Asian
"Dream ""A"" Live",Japanese,Asian
Kazunobu Mineta,Japanese,Asian
Naoshi Mizuta,Japanese,Asian
Hadaka no Shounen,Japanese,Asian
The Beatniks,Japanese,Asian
First Place,Japanese,Asian
Takae Ohnishi,Japanese,Asian
List of Sound Horizon band members,Japanese,Asian
Yōsei Teikoku,Japanese,Asian
Ikue Sakakibara,Japanese,Asian
HR,Japanese,Asian
Minayo Watanabe,Japanese,Asian
Sweet Kiss,Japanese,Asian
Shizuka ,Japanese,Asian
Ayane Konuma,Japanese,Asian
Sakiko Matsui,Japanese,Asian
Kick the Can Crew,Japanese,Asian
Daiki Shigeoka,Japanese,Asian
The Hoopers,Japanese,Asian
Color ,Japanese,Asian
Yukihiro Takahashi,Japanese,Asian
Fujiwara no Moronaga,Japanese,Asian
Brats,Japanese,Asian
Futoshi Uehara,Japanese,Asian
Ai Ishigaki,Japanese,Asian
Terra Rosa,Japanese,Asian
Gellers,Japanese,Asian
Nozomi Tsuji,Japanese,Asian
Hanako Oshima,Japanese,Asian
Seatbelts,Japanese,Asian
Chiaki Ishikawa,Japanese,Asian
Harumi Miyako,Japanese,Asian
S.E.N.S.,Japanese,Asian
Shoko Haida,Japanese,Asian
Twill,Japanese,Asian
Beni,Japanese,Asian
Natsuiro,Japanese,Asian
Yosuke Kishi,Japanese,Asian
Sachika Misawa,Japanese,Asian
Shinji Orito,Japanese,Asian
Hiro Shimono,Japanese,Asian
MAA ,Japanese,Asian
Yoshinao Nakada,Japanese,Asian
Man with a Mission,Japanese,Asian
Intersection,Japanese,Asian
Something Else ,Japanese,Asian
Cobra,Japanese,Asian
Ena Fujita,Japanese,Asian
Tomojirō Ikenouchi,Japanese,Asian
S.O.B. ,Japanese,Asian
Shizuka Miura,Japanese,Asian
Hideaki Takatori,Japanese,Asian
Brahman ,Japanese,Asian
Acid Mothers Temple,Japanese,Asian
Anna Makino,Japanese,Asian
Real ,Japanese,Asian
Nobu Kōda,Japanese,Asian
Kenta Hamano,Japanese,Asian
Aco ,Japanese,Asian
Misaki Iwasa,Japanese,Asian
Toyohiko Satoh,Japanese,Asian
Clammbon,Japanese,Asian
Kazue Akita,Japanese,Asian
Hisako Arakaki,Japanese,Asian
Tyrant,Japanese,Asian
Ken Maeda,Japanese,Asian
Mai Kadowaki,Japanese,Asian
Kenichi Yamakawa,Japanese,Asian
Ryōko Hirosue,Japanese,Asian
Last Alliance,Japanese,Asian
Rico Marumoto,Japanese,Asian
Ken'ichiro Kobayashi,Japanese,Asian
Neverland,Japanese,Asian
Yusuke Hatano,Japanese,Asian
Kanjani Eight discography,Japanese,Asian
Tetsu Takano,Japanese,Asian
Elegies,Japanese,Asian
Pink Cres.,Japanese,Asian
Chon Wolson,Japanese,Asian
Brief & Trunks,Japanese,Asian
The Mops,Japanese,Asian
Ruins,Japanese,Asian
Dead End,Japanese,Asian
Akira Tachikawa,Japanese,Asian
Aki Misato,Japanese,Asian
Akino Arai,Japanese,Asian
Do As Infinity,Japanese,Asian
Kohei Japan,Japanese,Asian
Angelo ,Japanese,Asian
Bakufu Slump,Japanese,Asian
Sarah Bonito,Japanese,Asian
Uri Nakayama,Japanese,Asian
Aliene Ma'riage,Japanese,Asian
School Food Punishment,Japanese,Asian
Mini-Hams no Ai no Uta,Japanese,Asian
Megumi Hinata,Japanese,Asian
Megumi Hayashibara,Japanese,Asian
Eri Sugai,Japanese,Asian
Jamzvillage,Japanese,Asian
Penicillin ,Japanese,Asian
Kolme ,Japanese,Asian
Tarako,Japanese,Asian
Metronome,Japanese,Asian
Lil'B,Japanese,Asian
Gero ,Japanese,Asian
Nobutoshi Canna,Japanese,Asian
Naomi Chiaki,Japanese,Asian
Minawo,Japanese,Asian
Sumire Morohoshi,Japanese,Asian
U-ka Saegusa in dB,Japanese,Asian
Koi no Dance Site,Japanese,Asian
Haruka Kodama,Japanese,Asian
Lands,Japanese,Asian
Supercell ,Japanese,Asian
Zi:Kill,Japanese,Asian
Tokaikko Junjō,Japanese,Asian
Risa Yoshiki,Japanese,Asian
Emi Fujita,Japanese,Asian
Co-no-Mi-chi,Japanese,Asian
Michiya Mihashi,Japanese,Asian
The Birthday ,Japanese,Asian
Miyako Matsumoto,Japanese,Asian
Asuka Saitō,Japanese,Asian
Penicillin,Japanese,Asian
BaBe,Japanese,Asian
Mell,Japanese,Asian
Mari Iijima,Japanese,Asian
Kiyoshi Maekawa,Japanese,Asian
Lia,Japanese,Asian
Yukiko Okada,Japanese,Asian
Chocolat,Japanese,Asian
DJ Krush,Japanese,Asian
Resonant Blue,Japanese,Asian
Carnation ,Japanese,Asian
Morning Musume,Japanese,Asian
Kōichi Yamadera,Japanese,Asian
Kenichi Suzumura,Japanese,Asian
Naoko Yamano,Japanese,Asian
Fujifabric,Japanese,Asian
The Tempters,Japanese,Asian
Yuki Koyanagi,Japanese,Asian
Lareine,Japanese,Asian
Bagdad Cafe the Trench Town,Japanese,Asian
Untitled,Japanese,Asian
Category:11Water members,Japanese,Asian
Ultra Girl ,Japanese,Asian
Mikako Komatsu,Japanese,Asian
Bon-Bon Blanco,Japanese,Asian
Field of View,Japanese,Asian
Hideaki Kikuchi,Japanese,Asian
Nee?,Japanese,Asian
Satomi Akesaka,Japanese,Asian
SunSet Swish,Japanese,Asian
The Novembers,Japanese,Asian
Yuria Kizaki,Japanese,Asian
Lovely Doll,Japanese,Asian
Sayaka Kitahara,Japanese,Asian
2Backka,Japanese,Asian
Filament,Japanese,Asian
Gargoyle,Japanese,Asian
Kizu ,Japanese,Asian
Makoto Shinohara,Japanese,Asian
Noriko Sakai,Japanese,Asian
Mai ,Japanese,Asian
SiM,Japanese,Asian
Musubu Funaki,Japanese,Asian
Crazy Ken Band,Japanese,Asian
Prana ,Japanese,Asian
Eight Ranger,Japanese,Asian
Kumiko Nakano,Japanese,Asian
Yuma Nakayama w/B.I.Shadow,Japanese,Asian
Bi Kyo Ran,Japanese,Asian
Bomb Factory ,Japanese,Asian
DJ Kentaro,Japanese,Asian
Chisato Moritaka,Japanese,Asian
Chie Kajiura,Japanese,Asian
Keitaro Harada,Japanese,Asian
Bellzlleb,Japanese,Asian
Kavka Shishido,Japanese,Asian
Amefurasshi,Japanese,Asian
Teru ,Japanese,Asian
Morning Musume no Hyokkori Hyōtanjima,Japanese,Asian
Dish,Japanese,Asian
Masayoshi Yamashita,Japanese,Asian
Momoiro Clover Z,Japanese,Asian
